CBSA,MDIV,STCOU,NAME,LSAD,population,year,estimate_type
10180,NA,NA,"Abilene, TX",Metropolitan Statistical Area,165252,2010,CENSUS
10180,NA,NA,"Abilene, TX",Metropolitan Statistical Area,165246,2010,ESTIMATESBASE
10180,NA,NA,"Abilene, TX",Metropolitan Statistical Area,165583,2010,POPESTIMATE
10180,NA,NA,"Abilene, TX",Metropolitan Statistical Area,166616,2011,POPESTIMATE
10180,NA,NA,"Abilene, TX",Metropolitan Statistical Area,167447,2012,POPESTIMATE
10180,NA,NA,"Abilene, TX",Metropolitan Statistical Area,167472,2013,POPESTIMATE
10180,NA,NA,"Abilene, TX",Metropolitan Statistical Area,168355,2014,POPESTIMATE
10180,NA,NA,"Abilene, TX",Metropolitan Statistical Area,169704,2015,POPESTIMATE
10180,NA,NA,"Abilene, TX",Metropolitan Statistical Area,170018,2016,POPESTIMATE
10180,NA,NA,"Abilene, TX",Metropolitan Statistical Area,170516,2017,POPESTIMATE
10180,NA,NA,"Abilene, TX",Metropolitan Statistical Area,171451,2018,POPESTIMATE
10180,NA,48059,"Callahan County, TX",County or equivalent,13544,2010,CENSUS
10180,NA,48059,"Callahan County, TX",County or equivalent,13546,2010,ESTIMATESBASE
10180,NA,48059,"Callahan County, TX",County or equivalent,13513,2010,POPESTIMATE
10180,NA,48059,"Callahan County, TX",County or equivalent,13511,2011,POPESTIMATE
10180,NA,48059,"Callahan County, TX",County or equivalent,13488,2012,POPESTIMATE
10180,NA,48059,"Callahan County, TX",County or equivalent,13501,2013,POPESTIMATE
10180,NA,48059,"Callahan County, TX",County or equivalent,13506,2014,POPESTIMATE
10180,NA,48059,"Callahan County, TX",County or equivalent,13591,2015,POPESTIMATE
10180,NA,48059,"Callahan County, TX",County or equivalent,13789,2016,POPESTIMATE
10180,NA,48059,"Callahan County, TX",County or equivalent,13968,2017,POPESTIMATE
10180,NA,48059,"Callahan County, TX",County or equivalent,13994,2018,POPESTIMATE
10180,NA,48253,"Jones County, TX",County or equivalent,20202,2010,CENSUS
10180,NA,48253,"Jones County, TX",County or equivalent,20192,2010,ESTIMATESBASE
10180,NA,48253,"Jones County, TX",County or equivalent,20237,2010,POPESTIMATE
10180,NA,48253,"Jones County, TX",County or equivalent,20266,2011,POPESTIMATE
10180,NA,48253,"Jones County, TX",County or equivalent,19870,2012,POPESTIMATE
10180,NA,48253,"Jones County, TX",County or equivalent,20034,2013,POPESTIMATE
10180,NA,48253,"Jones County, TX",County or equivalent,19846,2014,POPESTIMATE
10180,NA,48253,"Jones County, TX",County or equivalent,19972,2015,POPESTIMATE
10180,NA,48253,"Jones County, TX",County or equivalent,19969,2016,POPESTIMATE
10180,NA,48253,"Jones County, TX",County or equivalent,19852,2017,POPESTIMATE
10180,NA,48253,"Jones County, TX",County or equivalent,19817,2018,POPESTIMATE
10180,NA,48441,"Taylor County, TX",County or equivalent,131506,2010,CENSUS
10180,NA,48441,"Taylor County, TX",County or equivalent,131508,2010,ESTIMATESBASE
10180,NA,48441,"Taylor County, TX",County or equivalent,131833,2010,POPESTIMATE
10180,NA,48441,"Taylor County, TX",County or equivalent,132839,2011,POPESTIMATE
10180,NA,48441,"Taylor County, TX",County or equivalent,134089,2012,POPESTIMATE
10180,NA,48441,"Taylor County, TX",County or equivalent,133937,2013,POPESTIMATE
10180,NA,48441,"Taylor County, TX",County or equivalent,135003,2014,POPESTIMATE
10180,NA,48441,"Taylor County, TX",County or equivalent,136141,2015,POPESTIMATE
10180,NA,48441,"Taylor County, TX",County or equivalent,136260,2016,POPESTIMATE
10180,NA,48441,"Taylor County, TX",County or equivalent,136696,2017,POPESTIMATE
10180,NA,48441,"Taylor County, TX",County or equivalent,137640,2018,POPESTIMATE
10420,NA,NA,"Akron, OH",Metropolitan Statistical Area,703200,2010,CENSUS
10420,NA,NA,"Akron, OH",Metropolitan Statistical Area,703203,2010,ESTIMATESBASE
10420,NA,NA,"Akron, OH",Metropolitan Statistical Area,703035,2010,POPESTIMATE
10420,NA,NA,"Akron, OH",Metropolitan Statistical Area,703123,2011,POPESTIMATE
10420,NA,NA,"Akron, OH",Metropolitan Statistical Area,702080,2012,POPESTIMATE
10420,NA,NA,"Akron, OH",Metropolitan Statistical Area,703625,2013,POPESTIMATE
10420,NA,NA,"Akron, OH",Metropolitan Statistical Area,704921,2014,POPESTIMATE
10420,NA,NA,"Akron, OH",Metropolitan Statistical Area,704448,2015,POPESTIMATE
10420,NA,NA,"Akron, OH",Metropolitan Statistical Area,703690,2016,POPESTIMATE
10420,NA,NA,"Akron, OH",Metropolitan Statistical Area,704367,2017,POPESTIMATE
10420,NA,NA,"Akron, OH",Metropolitan Statistical Area,704845,2018,POPESTIMATE
10420,NA,39133,"Portage County, OH",County or equivalent,161419,2010,CENSUS
10420,NA,39133,"Portage County, OH",County or equivalent,161425,2010,ESTIMATESBASE
10420,NA,39133,"Portage County, OH",County or equivalent,161389,2010,POPESTIMATE
10420,NA,39133,"Portage County, OH",County or equivalent,161857,2011,POPESTIMATE
10420,NA,39133,"Portage County, OH",County or equivalent,161375,2012,POPESTIMATE
10420,NA,39133,"Portage County, OH",County or equivalent,161691,2013,POPESTIMATE
10420,NA,39133,"Portage County, OH",County or equivalent,162459,2014,POPESTIMATE
10420,NA,39133,"Portage County, OH",County or equivalent,162615,2015,POPESTIMATE
10420,NA,39133,"Portage County, OH",County or equivalent,162595,2016,POPESTIMATE
10420,NA,39133,"Portage County, OH",County or equivalent,162625,2017,POPESTIMATE
10420,NA,39133,"Portage County, OH",County or equivalent,162927,2018,POPESTIMATE
10420,NA,39153,"Summit County, OH",County or equivalent,541781,2010,CENSUS
10420,NA,39153,"Summit County, OH",County or equivalent,541778,2010,ESTIMATESBASE
10420,NA,39153,"Summit County, OH",County or equivalent,541646,2010,POPESTIMATE
10420,NA,39153,"Summit County, OH",County or equivalent,541266,2011,POPESTIMATE
10420,NA,39153,"Summit County, OH",County or equivalent,540705,2012,POPESTIMATE
10420,NA,39153,"Summit County, OH",County or equivalent,541934,2013,POPESTIMATE
10420,NA,39153,"Summit County, OH",County or equivalent,542462,2014,POPESTIMATE
10420,NA,39153,"Summit County, OH",County or equivalent,541833,2015,POPESTIMATE
10420,NA,39153,"Summit County, OH",County or equivalent,541095,2016,POPESTIMATE
10420,NA,39153,"Summit County, OH",County or equivalent,541742,2017,POPESTIMATE
10420,NA,39153,"Summit County, OH",County or equivalent,541918,2018,POPESTIMATE
10500,NA,NA,"Albany, GA",Metropolitan Statistical Area,157308,2010,CENSUS
10500,NA,NA,"Albany, GA",Metropolitan Statistical Area,157493,2010,ESTIMATESBASE
10500,NA,NA,"Albany, GA",Metropolitan Statistical Area,157589,2010,POPESTIMATE
10500,NA,NA,"Albany, GA",Metropolitan Statistical Area,157853,2011,POPESTIMATE
10500,NA,NA,"Albany, GA",Metropolitan Statistical Area,157349,2012,POPESTIMATE
10500,NA,NA,"Albany, GA",Metropolitan Statistical Area,156019,2013,POPESTIMATE
10500,NA,NA,"Albany, GA",Metropolitan Statistical Area,155248,2014,POPESTIMATE
10500,NA,NA,"Albany, GA",Metropolitan Statistical Area,153604,2015,POPESTIMATE
10500,NA,NA,"Albany, GA",Metropolitan Statistical Area,152353,2016,POPESTIMATE
10500,NA,NA,"Albany, GA",Metropolitan Statistical Area,151293,2017,POPESTIMATE
10500,NA,NA,"Albany, GA",Metropolitan Statistical Area,153009,2018,POPESTIMATE
10500,NA,13007,"Baker County, GA",County or equivalent,3451,2010,CENSUS
10500,NA,13007,"Baker County, GA",County or equivalent,3451,2010,ESTIMATESBASE
10500,NA,13007,"Baker County, GA",County or equivalent,3435,2010,POPESTIMATE
10500,NA,13007,"Baker County, GA",County or equivalent,3315,2011,POPESTIMATE
10500,NA,13007,"Baker County, GA",County or equivalent,3376,2012,POPESTIMATE
10500,NA,13007,"Baker County, GA",County or equivalent,3351,2013,POPESTIMATE
10500,NA,13007,"Baker County, GA",County or equivalent,3292,2014,POPESTIMATE
10500,NA,13007,"Baker County, GA",County or equivalent,3196,2015,POPESTIMATE
10500,NA,13007,"Baker County, GA",County or equivalent,3186,2016,POPESTIMATE
10500,NA,13007,"Baker County, GA",County or equivalent,3180,2017,POPESTIMATE
10500,NA,13007,"Baker County, GA",County or equivalent,3092,2018,POPESTIMATE
10500,NA,13095,"Dougherty County, GA",County or equivalent,94565,2010,CENSUS
10500,NA,13095,"Dougherty County, GA",County or equivalent,94562,2010,ESTIMATESBASE
10500,NA,13095,"Dougherty County, GA",County or equivalent,94513,2010,POPESTIMATE
10500,NA,13095,"Dougherty County, GA",County or equivalent,95046,2011,POPESTIMATE
10500,NA,13095,"Dougherty County, GA",County or equivalent,94676,2012,POPESTIMATE
10500,NA,13095,"Dougherty County, GA",County or equivalent,93391,2013,POPESTIMATE
10500,NA,13095,"Dougherty County, GA",County or equivalent,92720,2014,POPESTIMATE
10500,NA,13095,"Dougherty County, GA",County or equivalent,91495,2015,POPESTIMATE
10500,NA,13095,"Dougherty County, GA",County or equivalent,90371,2016,POPESTIMATE
10500,NA,13095,"Dougherty County, GA",County or equivalent,89417,2017,POPESTIMATE
10500,NA,13095,"Dougherty County, GA",County or equivalent,91243,2018,POPESTIMATE
10500,NA,13177,"Lee County, GA",County or equivalent,28298,2010,CENSUS
10500,NA,13177,"Lee County, GA",County or equivalent,28298,2010,ESTIMATESBASE
10500,NA,13177,"Lee County, GA",County or equivalent,28416,2010,POPESTIMATE
10500,NA,13177,"Lee County, GA",County or equivalent,28578,2011,POPESTIMATE
10500,NA,13177,"Lee County, GA",County or equivalent,28709,2012,POPESTIMATE
10500,NA,13177,"Lee County, GA",County or equivalent,29043,2013,POPESTIMATE
10500,NA,13177,"Lee County, GA",County or equivalent,29132,2014,POPESTIMATE
10500,NA,13177,"Lee County, GA",County or equivalent,29191,2015,POPESTIMATE
10500,NA,13177,"Lee County, GA",County or equivalent,29212,2016,POPESTIMATE
10500,NA,13177,"Lee County, GA",County or equivalent,29443,2017,POPESTIMATE
10500,NA,13177,"Lee County, GA",County or equivalent,29764,2018,POPESTIMATE
10500,NA,13273,"Terrell County, GA",County or equivalent,9315,2010,CENSUS
10500,NA,13273,"Terrell County, GA",County or equivalent,9507,2010,ESTIMATESBASE
10500,NA,13273,"Terrell County, GA",County or equivalent,9525,2010,POPESTIMATE
10500,NA,13273,"Terrell County, GA",County or equivalent,9392,2011,POPESTIMATE
10500,NA,13273,"Terrell County, GA",County or equivalent,9226,2012,POPESTIMATE
10500,NA,13273,"Terrell County, GA",County or equivalent,9168,2013,POPESTIMATE
10500,NA,13273,"Terrell County, GA",County or equivalent,9083,2014,POPESTIMATE
10500,NA,13273,"Terrell County, GA",County or equivalent,9017,2015,POPESTIMATE
10500,NA,13273,"Terrell County, GA",County or equivalent,8865,2016,POPESTIMATE
10500,NA,13273,"Terrell County, GA",County or equivalent,8717,2017,POPESTIMATE
10500,NA,13273,"Terrell County, GA",County or equivalent,8611,2018,POPESTIMATE
10500,NA,13321,"Worth County, GA",County or equivalent,21679,2010,CENSUS
10500,NA,13321,"Worth County, GA",County or equivalent,21675,2010,ESTIMATESBASE
10500,NA,13321,"Worth County, GA",County or equivalent,21700,2010,POPESTIMATE
10500,NA,13321,"Worth County, GA",County or equivalent,21522,2011,POPESTIMATE
10500,NA,13321,"Worth County, GA",County or equivalent,21362,2012,POPESTIMATE
10500,NA,13321,"Worth County, GA",County or equivalent,21066,2013,POPESTIMATE
10500,NA,13321,"Worth County, GA",County or equivalent,21021,2014,POPESTIMATE
10500,NA,13321,"Worth County, GA",County or equivalent,20705,2015,POPESTIMATE
10500,NA,13321,"Worth County, GA",County or equivalent,20719,2016,POPESTIMATE
10500,NA,13321,"Worth County, GA",County or equivalent,20536,2017,POPESTIMATE
10500,NA,13321,"Worth County, GA",County or equivalent,20299,2018,POPESTIMATE
10540,NA,NA,"Albany, OR",Metropolitan Statistical Area,116672,2010,CENSUS
10540,NA,NA,"Albany, OR",Metropolitan Statistical Area,116676,2010,ESTIMATESBASE
10540,NA,NA,"Albany, OR",Metropolitan Statistical Area,116887,2010,POPESTIMATE
10540,NA,NA,"Albany, OR",Metropolitan Statistical Area,118155,2011,POPESTIMATE
10540,NA,NA,"Albany, OR",Metropolitan Statistical Area,118273,2012,POPESTIMATE
10540,NA,NA,"Albany, OR",Metropolitan Statistical Area,118416,2013,POPESTIMATE
10540,NA,NA,"Albany, OR",Metropolitan Statistical Area,119063,2014,POPESTIMATE
10540,NA,NA,"Albany, OR",Metropolitan Statistical Area,120244,2015,POPESTIMATE
10540,NA,NA,"Albany, OR",Metropolitan Statistical Area,122730,2016,POPESTIMATE
10540,NA,NA,"Albany, OR",Metropolitan Statistical Area,124977,2017,POPESTIMATE
10540,NA,NA,"Albany, OR",Metropolitan Statistical Area,127335,2018,POPESTIMATE
10540,NA,41043,"Linn County, OR",County or equivalent,116672,2010,CENSUS
10540,NA,41043,"Linn County, OR",County or equivalent,116676,2010,ESTIMATESBASE
10540,NA,41043,"Linn County, OR",County or equivalent,116887,2010,POPESTIMATE
10540,NA,41043,"Linn County, OR",County or equivalent,118155,2011,POPESTIMATE
10540,NA,41043,"Linn County, OR",County or equivalent,118273,2012,POPESTIMATE
10540,NA,41043,"Linn County, OR",County or equivalent,118416,2013,POPESTIMATE
10540,NA,41043,"Linn County, OR",County or equivalent,119063,2014,POPESTIMATE
10540,NA,41043,"Linn County, OR",County or equivalent,120244,2015,POPESTIMATE
10540,NA,41043,"Linn County, OR",County or equivalent,122730,2016,POPESTIMATE
10540,NA,41043,"Linn County, OR",County or equivalent,124977,2017,POPESTIMATE
10540,NA,41043,"Linn County, OR",County or equivalent,127335,2018,POPESTIMATE
10580,NA,NA,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area,870716,2010,CENSUS
10580,NA,NA,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area,870714,2010,ESTIMATESBASE
10580,NA,NA,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area,871080,2010,POPESTIMATE
10580,NA,NA,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area,872701,2011,POPESTIMATE
10580,NA,NA,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area,874674,2012,POPESTIMATE
10580,NA,NA,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area,877095,2013,POPESTIMATE
10580,NA,NA,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area,878184,2014,POPESTIMATE
10580,NA,NA,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area,879131,2015,POPESTIMATE
10580,NA,NA,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area,879790,2016,POPESTIMATE
10580,NA,NA,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area,882130,2017,POPESTIMATE
10580,NA,NA,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area,883169,2018,POPESTIMATE
10580,NA,36001,"Albany County, NY",County or equivalent,304204,2010,CENSUS
10580,NA,36001,"Albany County, NY",County or equivalent,304208,2010,ESTIMATESBASE
10580,NA,36001,"Albany County, NY",County or equivalent,304078,2010,POPESTIMATE
10580,NA,36001,"Albany County, NY",County or equivalent,304564,2011,POPESTIMATE
10580,NA,36001,"Albany County, NY",County or equivalent,305717,2012,POPESTIMATE
10580,NA,36001,"Albany County, NY",County or equivalent,306613,2013,POPESTIMATE
10580,NA,36001,"Albany County, NY",County or equivalent,307190,2014,POPESTIMATE
10580,NA,36001,"Albany County, NY",County or equivalent,307476,2015,POPESTIMATE
10580,NA,36001,"Albany County, NY",County or equivalent,307628,2016,POPESTIMATE
10580,NA,36001,"Albany County, NY",County or equivalent,307717,2017,POPESTIMATE
10580,NA,36001,"Albany County, NY",County or equivalent,307117,2018,POPESTIMATE
10580,NA,36083,"Rensselaer County, NY",County or equivalent,159429,2010,CENSUS
10580,NA,36083,"Rensselaer County, NY",County or equivalent,159433,2010,ESTIMATESBASE
10580,NA,36083,"Rensselaer County, NY",County or equivalent,159341,2010,POPESTIMATE
10580,NA,36083,"Rensselaer County, NY",County or equivalent,159572,2011,POPESTIMATE
10580,NA,36083,"Rensselaer County, NY",County or equivalent,159427,2012,POPESTIMATE
10580,NA,36083,"Rensselaer County, NY",County or equivalent,159538,2013,POPESTIMATE
10580,NA,36083,"Rensselaer County, NY",County or equivalent,159661,2014,POPESTIMATE
10580,NA,36083,"Rensselaer County, NY",County or equivalent,159456,2015,POPESTIMATE
10580,NA,36083,"Rensselaer County, NY",County or equivalent,159334,2016,POPESTIMATE
10580,NA,36083,"Rensselaer County, NY",County or equivalent,159261,2017,POPESTIMATE
10580,NA,36083,"Rensselaer County, NY",County or equivalent,159442,2018,POPESTIMATE
10580,NA,36091,"Saratoga County, NY",County or equivalent,219607,2010,CENSUS
10580,NA,36091,"Saratoga County, NY",County or equivalent,219593,2010,ESTIMATESBASE
10580,NA,36091,"Saratoga County, NY",County or equivalent,220105,2010,POPESTIMATE
10580,NA,36091,"Saratoga County, NY",County or equivalent,221088,2011,POPESTIMATE
10580,NA,36091,"Saratoga County, NY",County or equivalent,222466,2012,POPESTIMATE
10580,NA,36091,"Saratoga County, NY",County or equivalent,224082,2013,POPESTIMATE
10580,NA,36091,"Saratoga County, NY",County or equivalent,224518,2014,POPESTIMATE
10580,NA,36091,"Saratoga County, NY",County or equivalent,226053,2015,POPESTIMATE
10580,NA,36091,"Saratoga County, NY",County or equivalent,227048,2016,POPESTIMATE
10580,NA,36091,"Saratoga County, NY",County or equivalent,229102,2017,POPESTIMATE
10580,NA,36091,"Saratoga County, NY",County or equivalent,230163,2018,POPESTIMATE
10580,NA,36093,"Schenectady County, NY",County or equivalent,154727,2010,CENSUS
10580,NA,36093,"Schenectady County, NY",County or equivalent,154751,2010,ESTIMATESBASE
10580,NA,36093,"Schenectady County, NY",County or equivalent,154864,2010,POPESTIMATE
10580,NA,36093,"Schenectady County, NY",County or equivalent,154856,2011,POPESTIMATE
10580,NA,36093,"Schenectady County, NY",County or equivalent,155020,2012,POPESTIMATE
10580,NA,36093,"Schenectady County, NY",County or equivalent,154957,2013,POPESTIMATE
10580,NA,36093,"Schenectady County, NY",County or equivalent,155042,2014,POPESTIMATE
10580,NA,36093,"Schenectady County, NY",County or equivalent,154738,2015,POPESTIMATE
10580,NA,36093,"Schenectady County, NY",County or equivalent,154473,2016,POPESTIMATE
10580,NA,36093,"Schenectady County, NY",County or equivalent,154814,2017,POPESTIMATE
10580,NA,36093,"Schenectady County, NY",County or equivalent,155350,2018,POPESTIMATE
10580,NA,36095,"Schoharie County, NY",County or equivalent,32749,2010,CENSUS
10580,NA,36095,"Schoharie County, NY",County or equivalent,32729,2010,ESTIMATESBASE
10580,NA,36095,"Schoharie County, NY",County or equivalent,32692,2010,POPESTIMATE
10580,NA,36095,"Schoharie County, NY",County or equivalent,32621,2011,POPESTIMATE
10580,NA,36095,"Schoharie County, NY",County or equivalent,32044,2012,POPESTIMATE
10580,NA,36095,"Schoharie County, NY",County or equivalent,31905,2013,POPESTIMATE
10580,NA,36095,"Schoharie County, NY",County or equivalent,31773,2014,POPESTIMATE
10580,NA,36095,"Schoharie County, NY",County or equivalent,31408,2015,POPESTIMATE
10580,NA,36095,"Schoharie County, NY",County or equivalent,31307,2016,POPESTIMATE
10580,NA,36095,"Schoharie County, NY",County or equivalent,31236,2017,POPESTIMATE
10580,NA,36095,"Schoharie County, NY",County or equivalent,31097,2018,POPESTIMATE
10740,NA,NA,"Albuquerque, NM",Metropolitan Statistical Area,887077,2010,CENSUS
10740,NA,NA,"Albuquerque, NM",Metropolitan Statistical Area,887064,2010,ESTIMATESBASE
10740,NA,NA,"Albuquerque, NM",Metropolitan Statistical Area,889574,2010,POPESTIMATE
10740,NA,NA,"Albuquerque, NM",Metropolitan Statistical Area,897983,2011,POPESTIMATE
10740,NA,NA,"Albuquerque, NM",Metropolitan Statistical Area,902017,2012,POPESTIMATE
10740,NA,NA,"Albuquerque, NM",Metropolitan Statistical Area,905150,2013,POPESTIMATE
10740,NA,NA,"Albuquerque, NM",Metropolitan Statistical Area,904852,2014,POPESTIMATE
10740,NA,NA,"Albuquerque, NM",Metropolitan Statistical Area,906548,2015,POPESTIMATE
10740,NA,NA,"Albuquerque, NM",Metropolitan Statistical Area,909833,2016,POPESTIMATE
10740,NA,NA,"Albuquerque, NM",Metropolitan Statistical Area,912897,2017,POPESTIMATE
10740,NA,NA,"Albuquerque, NM",Metropolitan Statistical Area,915927,2018,POPESTIMATE
10740,NA,35001,"Bernalillo County, NM",County or equivalent,662564,2010,CENSUS
10740,NA,35001,"Bernalillo County, NM",County or equivalent,662487,2010,ESTIMATESBASE
10740,NA,35001,"Bernalillo County, NM",County or equivalent,663948,2010,POPESTIMATE
10740,NA,35001,"Bernalillo County, NM",County or equivalent,670278,2011,POPESTIMATE
10740,NA,35001,"Bernalillo County, NM",County or equivalent,673697,2012,POPESTIMATE
10740,NA,35001,"Bernalillo County, NM",County or equivalent,676497,2013,POPESTIMATE
10740,NA,35001,"Bernalillo County, NM",County or equivalent,676229,2014,POPESTIMATE
10740,NA,35001,"Bernalillo County, NM",County or equivalent,676678,2015,POPESTIMATE
10740,NA,35001,"Bernalillo County, NM",County or equivalent,678165,2016,POPESTIMATE
10740,NA,35001,"Bernalillo County, NM",County or equivalent,678686,2017,POPESTIMATE
10740,NA,35001,"Bernalillo County, NM",County or equivalent,678701,2018,POPESTIMATE
10740,NA,35043,"Sandoval County, NM",County or equivalent,131561,2010,CENSUS
10740,NA,35043,"Sandoval County, NM",County or equivalent,131620,2010,ESTIMATESBASE
10740,NA,35043,"Sandoval County, NM",County or equivalent,132430,2010,POPESTIMATE
10740,NA,35043,"Sandoval County, NM",County or equivalent,134312,2011,POPESTIMATE
10740,NA,35043,"Sandoval County, NM",County or equivalent,135381,2012,POPESTIMATE
10740,NA,35043,"Sandoval County, NM",County or equivalent,136326,2013,POPESTIMATE
10740,NA,35043,"Sandoval County, NM",County or equivalent,137039,2014,POPESTIMATE
10740,NA,35043,"Sandoval County, NM",County or equivalent,138531,2015,POPESTIMATE
10740,NA,35043,"Sandoval County, NM",County or equivalent,140471,2016,POPESTIMATE
10740,NA,35043,"Sandoval County, NM",County or equivalent,142624,2017,POPESTIMATE
10740,NA,35043,"Sandoval County, NM",County or equivalent,145179,2018,POPESTIMATE
10740,NA,35057,"Torrance County, NM",County or equivalent,16383,2010,CENSUS
10740,NA,35057,"Torrance County, NM",County or equivalent,16375,2010,ESTIMATESBASE
10740,NA,35057,"Torrance County, NM",County or equivalent,16399,2010,POPESTIMATE
10740,NA,35057,"Torrance County, NM",County or equivalent,16443,2011,POPESTIMATE
10740,NA,35057,"Torrance County, NM",County or equivalent,16153,2012,POPESTIMATE
10740,NA,35057,"Torrance County, NM",County or equivalent,15825,2013,POPESTIMATE
10740,NA,35057,"Torrance County, NM",County or equivalent,15669,2014,POPESTIMATE
10740,NA,35057,"Torrance County, NM",County or equivalent,15608,2015,POPESTIMATE
10740,NA,35057,"Torrance County, NM",County or equivalent,15515,2016,POPESTIMATE
10740,NA,35057,"Torrance County, NM",County or equivalent,15593,2017,POPESTIMATE
10740,NA,35057,"Torrance County, NM",County or equivalent,15591,2018,POPESTIMATE
10740,NA,35061,"Valencia County, NM",County or equivalent,76569,2010,CENSUS
10740,NA,35061,"Valencia County, NM",County or equivalent,76582,2010,ESTIMATESBASE
10740,NA,35061,"Valencia County, NM",County or equivalent,76797,2010,POPESTIMATE
10740,NA,35061,"Valencia County, NM",County or equivalent,76950,2011,POPESTIMATE
10740,NA,35061,"Valencia County, NM",County or equivalent,76786,2012,POPESTIMATE
10740,NA,35061,"Valencia County, NM",County or equivalent,76502,2013,POPESTIMATE
10740,NA,35061,"Valencia County, NM",County or equivalent,75915,2014,POPESTIMATE
10740,NA,35061,"Valencia County, NM",County or equivalent,75731,2015,POPESTIMATE
10740,NA,35061,"Valencia County, NM",County or equivalent,75682,2016,POPESTIMATE
10740,NA,35061,"Valencia County, NM",County or equivalent,75994,2017,POPESTIMATE
10740,NA,35061,"Valencia County, NM",County or equivalent,76456,2018,POPESTIMATE
10780,NA,NA,"Alexandria, LA",Metropolitan Statistical Area,153922,2010,CENSUS
10780,NA,NA,"Alexandria, LA",Metropolitan Statistical Area,153918,2010,ESTIMATESBASE
10780,NA,NA,"Alexandria, LA",Metropolitan Statistical Area,154092,2010,POPESTIMATE
10780,NA,NA,"Alexandria, LA",Metropolitan Statistical Area,154378,2011,POPESTIMATE
10780,NA,NA,"Alexandria, LA",Metropolitan Statistical Area,154384,2012,POPESTIMATE
10780,NA,NA,"Alexandria, LA",Metropolitan Statistical Area,154617,2013,POPESTIMATE
10780,NA,NA,"Alexandria, LA",Metropolitan Statistical Area,154560,2014,POPESTIMATE
10780,NA,NA,"Alexandria, LA",Metropolitan Statistical Area,154102,2015,POPESTIMATE
10780,NA,NA,"Alexandria, LA",Metropolitan Statistical Area,154160,2016,POPESTIMATE
10780,NA,NA,"Alexandria, LA",Metropolitan Statistical Area,153604,2017,POPESTIMATE
10780,NA,NA,"Alexandria, LA",Metropolitan Statistical Area,153044,2018,POPESTIMATE
10780,NA,22043,"Grant Parish, LA",County or equivalent,22309,2010,CENSUS
10780,NA,22043,"Grant Parish, LA",County or equivalent,22309,2010,ESTIMATESBASE
10780,NA,22043,"Grant Parish, LA",County or equivalent,22335,2010,POPESTIMATE
10780,NA,22043,"Grant Parish, LA",County or equivalent,22377,2011,POPESTIMATE
10780,NA,22043,"Grant Parish, LA",County or equivalent,22382,2012,POPESTIMATE
10780,NA,22043,"Grant Parish, LA",County or equivalent,22298,2013,POPESTIMATE
10780,NA,22043,"Grant Parish, LA",County or equivalent,22353,2014,POPESTIMATE
10780,NA,22043,"Grant Parish, LA",County or equivalent,22301,2015,POPESTIMATE
10780,NA,22043,"Grant Parish, LA",County or equivalent,22282,2016,POPESTIMATE
10780,NA,22043,"Grant Parish, LA",County or equivalent,22322,2017,POPESTIMATE
10780,NA,22043,"Grant Parish, LA",County or equivalent,22482,2018,POPESTIMATE
10780,NA,22079,"Rapides Parish, LA",County or equivalent,131613,2010,CENSUS
10780,NA,22079,"Rapides Parish, LA",County or equivalent,131609,2010,ESTIMATESBASE
10780,NA,22079,"Rapides Parish, LA",County or equivalent,131757,2010,POPESTIMATE
10780,NA,22079,"Rapides Parish, LA",County or equivalent,132001,2011,POPESTIMATE
10780,NA,22079,"Rapides Parish, LA",County or equivalent,132002,2012,POPESTIMATE
10780,NA,22079,"Rapides Parish, LA",County or equivalent,132319,2013,POPESTIMATE
10780,NA,22079,"Rapides Parish, LA",County or equivalent,132207,2014,POPESTIMATE
10780,NA,22079,"Rapides Parish, LA",County or equivalent,131801,2015,POPESTIMATE
10780,NA,22079,"Rapides Parish, LA",County or equivalent,131878,2016,POPESTIMATE
10780,NA,22079,"Rapides Parish, LA",County or equivalent,131282,2017,POPESTIMATE
10780,NA,22079,"Rapides Parish, LA",County or equivalent,130562,2018,POPESTIMATE
10900,NA,NA,"Allentown-Bethlehem-Easton, PA-NJ",Metropolitan Statistical Area,821173,2010,CENSUS
10900,NA,NA,"Allentown-Bethlehem-Easton, PA-NJ",Metropolitan Statistical Area,821267,2010,ESTIMATESBASE
10900,NA,NA,"Allentown-Bethlehem-Easton, PA-NJ",Metropolitan Statistical Area,821914,2010,POPESTIMATE
10900,NA,NA,"Allentown-Bethlehem-Easton, PA-NJ",Metropolitan Statistical Area,824863,2011,POPESTIMATE
10900,NA,NA,"Allentown-Bethlehem-Easton, PA-NJ",Metropolitan Statistical Area,826139,2012,POPESTIMATE
10900,NA,NA,"Allentown-Bethlehem-Easton, PA-NJ",Metropolitan Statistical Area,825783,2013,POPESTIMATE
